id_ticket,id_cliente,fecha_compra,dia_semana,tienda_nombre,monto_total,medio_pago,es_dia_promocion,es_quincena,es_fin_de_semana,contiene_tecnologia,segmento_arquetipo,es_ingreso_creciente
29,1,2025-08-17 20:54:12,Domingo,Olímpica Super #099 - Regional,104400,Tarjeta_Credito_Banco,False,False,True,False,endeudado_consumidor,False
30,1,2025-08-20 17:12:33,Miércoles,Olímpica Super #099 - Regional,180300,Tarjeta_Credito_Banco,True,False,False,False,endeudado_consumidor,False
31,1,2025-08-21 15:23:02,Jueves,Olímpica Super #099 - Regional,67700,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
32,1,2025-08-24 08:12:16,Domingo,Olímpica Super #099 - Regional,390000,Otras_Tarjetas,False,False,True,False,endeudado_consumidor,False
33,1,2025-08-27 18:06:04,Miércoles,Olímpica Super #099 - Regional,77800,Tarjeta_Credito_Banco,True,False,False,False,endeudado_consumidor,False
34,1,2025-08-31 18:59:14,Domingo,Olímpica Super #099 - Regional,155600,Tarjeta_Credito_Banco,False,True,True,False,endeudado_consumidor,False
35,1,2025-09-01 11:43:55,Lunes,Olímpica Super #099 - Regional,112100,Tarjeta_Debito_Banco,False,True,False,False,endeudado_consumidor,False
36,1,2025-09-02 12:13:06,Martes,Olímpica Super #099 - Regional,172200,Tarjeta_Credito_Banco,True,False,False,False,endeudado_consumidor,False
37,1,2025-09-11 13:37:31,Jueves,Olímpica Super #099 - Regional,201500,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
38,1,2025-09-12 10:02:58,Viernes,Olímpica Super #099 - Regional,62100,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
39,1,2025-09-15 15:59:41,Lunes,Olímpica Super #099 - Regional,118300,Tarjeta_Debito_Banco,False,True,False,False,endeudado_consumidor,False
40,1,2025-09-18 13:11:48,Jueves,Olímpica Super #099 - Regional,106600,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
41,1,2025-09-19 12:55:38,Viernes,Olímpica Super #099 - Regional,153900,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
42,1,2025-09-20 08:19:07,Sábado,Olímpica Super #099 - Regional,61000,Tarjeta_Debito_Banco,False,False,True,False,endeudado_consumidor,False
43,1,2025-09-21 18:41:19,Domingo,Olímpica Super #099 - Regional,146800,Tarjeta_Credito_Banco,False,False,True,False,endeudado_consumidor,False
44,1,2025-09-22 21:03:32,Lunes,Olímpica Super #099 - Regional,128000,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
45,1,2025-09-28 13:00:23,Domingo,Olímpica Super #099 - Regional,63700,Tarjeta_Debito_Banco,False,False,True,False,endeudado_consumidor,False
46,1,2025-10-02 11:28:25,Jueves,Olímpica Super #099 - Regional,70900,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
47,1,2025-10-05 08:51:45,Domingo,Olímpica Super #099 - Regional,70800,Tarjeta_Credito_Banco,False,False,True,False,endeudado_consumidor,False
48,1,2025-10-08 09:53:20,Miércoles,Olímpica Super #099 - Regional,82900,Tarjeta_Credito_Banco,True,False,False,False,endeudado_consumidor,False
49,1,2025-10-10 15:24:01,Viernes,Olímpica Super #099 - Regional,72600,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
50,1,2025-10-11 18:26:31,Sábado,Olímpica Super #099 - Regional,65400,Efectivo,False,False,True,False,endeudado_consumidor,False
51,1,2025-10-16 13:31:32,Jueves,Olímpica Super #099 - Regional,80300,Tarjeta_Credito_Banco,False,True,False,False,endeudado_consumidor,False
52,1,2025-10-18 21:09:24,Sábado,Olímpica Super #099 - Regional,80300,Tarjeta_Credito_Banco,False,False,True,False,endeudado_consumidor,False
53,1,2025-10-20 10:01:59,Lunes,Olímpica Super #099 - Regional,60000,Efectivo,False,False,False,False,endeudado_consumidor,False
54,1,2025-10-25 16:36:51,Sábado,Olímpica Super #099 - Regional,142400,Tarjeta_Debito_Banco,False,False,True,False,endeudado_consumidor,False
55,1,2025-10-30 16:20:41,Jueves,Olímpica Super #099 - Regional,108300,Tarjeta_Credito_Banco,False,True,False,False,endeudado_consumidor,False
56,1,2025-11-03 18:50:42,Lunes,Olímpica Super #099 - Regional,121600,Tarjeta_Debito_Banco,False,False,False,False,endeudado_consumidor,False
57,1,2025-11-05 21:31:31,Miércoles,Olímpica Super #099 - Regional,62700,Tarjeta_Credito_Banco,True,False,False,False,endeudado_consumidor,False
58,1,2025-11-07 10:51:26,Viernes,Olímpica Super #099 - Regional,110900,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
59,1,2025-11-08 21:34:31,Sábado,Olímpica Super #099 - Regional,64300,Tarjeta_Debito_Banco,False,False,True,False,endeudado_consumidor,False
60,1,2025-11-10 21:46:03,Lunes,Olímpica Super #099 - Regional,91000,Efectivo,False,False,False,False,endeudado_consumidor,False
61,1,2025-11-19 17:47:44,Miércoles,Olímpica Super #099 - Regional,81600,Tarjeta_Credito_Banco,True,False,False,False,endeudado_consumidor,False
62,1,2025-11-20 11:20:09,Jueves,Olímpica Super #099 - Regional,100500,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
63,1,2025-11-24 13:05:14,Lunes,Olímpica Super #099 - Regional,297400,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
64,1,2025-11-25 09:52:03,Martes,Olímpica Super #099 - Regional,479600,Tarjeta_Credito_Banco,True,False,False,False,endeudado_consumidor,False
65,1,2025-11-28 13:48:31,Viernes,Olímpica Super #099 - Regional,65600,Efectivo,False,False,False,False,endeudado_consumidor,False
66,1,2025-12-02 21:17:41,Martes,Olímpica Super #099 - Regional,70300,Tarjeta_Credito_Banco,True,False,False,False,endeudado_consumidor,False
67,1,2025-12-04 17:32:03,Jueves,Olímpica Super #099 - Regional,63800,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
68,1,2025-12-06 12:47:20,Sábado,Olímpica Super #099 - Regional,67200,Efectivo,False,False,True,False,endeudado_consumidor,False
69,1,2025-12-07 10:56:52,Domingo,Olímpica Super #099 - Regional,90400,Tarjeta_Credito_Banco,False,False,True,False,endeudado_consumidor,False
70,1,2025-12-08 18:18:46,Lunes,Olímpica Super #099 - Regional,121800,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
71,1,2025-12-11 08:02:43,Jueves,Olímpica Super #099 - Regional,105800,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
72,1,2025-12-13 16:23:33,Sábado,Olímpica Super #099 - Regional,64900,Tarjeta_Credito_Banco,False,False,True,False,endeudado_consumidor,False
73,1,2025-12-15 13:20:52,Lunes,Olímpica Super #099 - Regional,78000,Efectivo,False,True,False,False,endeudado_consumidor,False
74,1,2025-12-16 18:47:32,Martes,Olímpica Super #099 - Regional,79000,Efectivo,True,True,False,False,endeudado_consumidor,False
75,1,2025-12-17 09:39:01,Miércoles,Olímpica Super #099 - Regional,88400,Efectivo,True,False,False,False,endeudado_consumidor,False
76,1,2025-12-21 13:44:54,Domingo,Olímpica Super #099 - Regional,84000,Tarjeta_Debito_Banco,False,False,True,False,endeudado_consumidor,False
77,1,2025-12-23 08:09:59,Martes,Olímpica Super #099 - Regional,62600,Tarjeta_Credito_Banco,True,False,False,False,endeudado_consumidor,False
78,1,2025-12-24 10:41:50,Miércoles,Olímpica Super #099 - Regional,76100,Tarjeta_Credito_Banco,True,False,False,False,endeudado_consumidor,False
79,1,2025-12-27 17:22:50,Sábado,Olímpica Super #099 - Regional,74400,Tarjeta_Credito_Banco,False,False,True,False,endeudado_consumidor,False
80,1,2025-12-28 17:26:52,Domingo,Olímpica Super #099 - Regional,79500,Tarjeta_Credito_Banco,False,False,True,False,endeudado_consumidor,False
81,1,2026-01-05 13:46:46,Lunes,Olímpica Super #099 - Regional,69300,Otras_Tarjetas,False,False,False,False,endeudado_consumidor,False
82,1,2026-01-07 15:36:00,Miércoles,Olímpica Super #099 - Regional,61100,Tarjeta_Credito_Banco,True,False,False,False,endeudado_consumidor,False
83,1,2026-01-08 12:54:26,Jueves,Olímpica Super #099 - Regional,68000,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
84,1,2026-01-09 11:25:17,Viernes,Olímpica Super #099 - Regional,379900,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
85,1,2026-01-15 18:26:24,Jueves,Olímpica Super #099 - Regional,80700,Tarjeta_Credito_Banco,False,True,False,False,endeudado_consumidor,False
86,1,2026-01-16 16:36:12,Viernes,Olímpica Super #099 - Regional,90700,Tarjeta_Credito_Banco,False,True,False,False,endeudado_consumidor,False
87,1,2026-01-18 15:35:13,Domingo,Olímpica Super #099 - Regional,97500,Efectivo,False,False,True,False,endeudado_consumidor,False
88,1,2026-01-19 09:06:31,Lunes,Olímpica Super #099 - Regional,137100,Efectivo,False,False,False,False,endeudado_consumidor,False
89,1,2026-01-23 12:43:06,Viernes,Olímpica Super #099 - Regional,112800,Tarjeta_Debito_Banco,False,False,False,False,endeudado_consumidor,False
90,1,2026-01-25 12:32:49,Domingo,Olímpica Super #099 - Regional,141600,Tarjeta_Credito_Banco,False,False,True,False,endeudado_consumidor,False
91,1,2026-01-26 13:25:56,Lunes,Olímpica Super #099 - Regional,103200,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
92,1,2026-01-31 12:42:20,Sábado,Olímpica Super #099 - Regional,532200,Tarjeta_Debito_Banco,False,True,True,False,endeudado_consumidor,False
93,1,2026-02-04 11:26:17,Miércoles,Olímpica Super #099 - Regional,67100,Otras_Tarjetas,True,False,False,False,endeudado_consumidor,False
94,1,2026-02-07 08:07:40,Sábado,Olímpica Super #099 - Regional,297400,Tarjeta_Credito_Banco,False,False,True,False,endeudado_consumidor,False
95,1,2026-02-13 18:53:05,Viernes,Olímpica Super #099 - Regional,90300,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
96,1,2026-02-15 17:31:09,Domingo,Olímpica Super #099 - Regional,93700,Tarjeta_Debito_Banco,False,True,True,False,endeudado_consumidor,False
97,1,2026-02-16 15:16:33,Lunes,Olímpica Super #099 - Regional,81700,Tarjeta_Debito_Banco,False,True,False,False,endeudado_consumidor,False
98,1,2026-02-22 15:32:48,Domingo,Olímpica Super #099 - Regional,81000,Tarjeta_Debito_Banco,False,False,True,False,endeudado_consumidor,False
99,1,2026-02-23 08:11:52,Lunes,Olímpica Super #099 - Regional,94200,Tarjeta_Debito_Banco,False,False,False,False,endeudado_consumidor,False
100,1,2026-02-24 21:05:57,Martes,Olímpica Super #099 - Regional,87200,Tarjeta_Credito_Banco,True,False,False,False,endeudado_consumidor,False
101,1,2026-03-01 12:28:03,Domingo,Olímpica Super #099 - Regional,107800,Tarjeta_Credito_Banco,False,True,True,False,endeudado_consumidor,False
102,1,2026-03-06 15:09:49,Viernes,Olímpica Super #099 - Regional,72200,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
103,1,2026-03-08 12:02:57,Domingo,Olímpica Super #099 - Regional,133500,Efectivo,False,False,True,False,endeudado_consumidor,False
104,1,2026-03-12 11:05:42,Jueves,Olímpica Super #099 - Regional,64200,Tarjeta_Debito_Banco,False,False,False,False,endeudado_consumidor,False
105,1,2026-03-13 09:23:03,Viernes,Olímpica Super #099 - Regional,61000,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
106,1,2026-03-14 20:48:20,Sábado,Olímpica Super #099 - Regional,122500,Tarjeta_Credito_Banco,False,True,True,False,endeudado_consumidor,False
107,1,2026-03-15 17:53:14,Domingo,Olímpica Super #099 - Regional,311200,Tarjeta_Credito_Banco,False,True,True,False,endeudado_consumidor,False
108,1,2026-03-17 17:02:14,Martes,Olímpica Super #099 - Regional,118100,Tarjeta_Credito_Banco,True,False,False,False,endeudado_consumidor,False
109,1,2026-03-18 18:28:58,Miércoles,Olímpica Super #099 - Regional,114100,Tarjeta_Credito_Banco,True,False,False,False,endeudado_consumidor,False
110,1,2026-03-25 15:34:36,Miércoles,Olímpica Super #099 - Regional,63400,Efectivo,True,False,False,False,endeudado_consumidor,False
111,1,2026-03-26 16:11:50,Jueves,Olímpica Super #099 - Regional,61100,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
112,1,2026-03-31 18:57:36,Martes,Olímpica Super #099 - Regional,90400,Tarjeta_Debito_Banco,True,True,False,False,endeudado_consumidor,False
113,1,2026-04-03 11:48:34,Viernes,Olímpica Super #099 - Regional,156700,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
114,1,2026-04-05 17:04:50,Domingo,Olímpica Super #099 - Regional,83200,Tarjeta_Credito_Banco,False,False,True,False,endeudado_consumidor,False
115,1,2026-04-09 20:27:55,Jueves,Olímpica Super #099 - Regional,82400,Efectivo,False,False,False,False,endeudado_consumidor,False
116,1,2026-04-15 13:23:08,Miércoles,Olímpica Super #099 - Regional,93900,Tarjeta_Debito_Banco,True,True,False,False,endeudado_consumidor,False
117,1,2026-04-19 20:39:07,Domingo,Olímpica Super #099 - Regional,84300,Tarjeta_Credito_Banco,False,False,True,False,endeudado_consumidor,False
118,1,2026-04-21 17:11:39,Martes,Olímpica Super #099 - Regional,71400,Tarjeta_Debito_Banco,True,False,False,False,endeudado_consumidor,False
119,1,2026-04-23 15:36:05,Jueves,Olímpica Super #099 - Regional,68600,Efectivo,False,False,False,False,endeudado_consumidor,False
120,1,2026-04-27 19:04:51,Lunes,Olímpica Super #099 - Regional,87000,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
121,1,2026-05-01 19:38:36,Viernes,Olímpica Super #099 - Regional,80200,Efectivo,False,True,False,False,endeudado_consumidor,False
122,1,2026-05-03 11:51:08,Domingo,Olímpica Super #099 - Regional,63200,Tarjeta_Debito_Banco,False,False,True,False,endeudado_consumidor,False
123,1,2026-05-04 08:44:50,Lunes,Olímpica Super #099 - Regional,65000,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
124,1,2026-05-07 08:40:35,Jueves,Olímpica Super #099 - Regional,64300,Otras_Tarjetas,False,False,False,False,endeudado_consumidor,False
125,1,2026-05-11 17:11:40,Lunes,Olímpica Super #099 - Regional,106400,Efectivo,False,False,False,False,endeudado_consumidor,False
126,1,2026-05-14 16:09:24,Jueves,Olímpica Super #099 - Regional,125300,Tarjeta_Credito_Banco,False,True,False,False,endeudado_consumidor,False
127,1,2026-05-21 13:41:53,Jueves,Olímpica Super #099 - Regional,69300,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
128,1,2026-05-24 16:48:22,Domingo,Olímpica Super #099 - Regional,62800,Tarjeta_Credito_Banco,False,False,True,False,endeudado_consumidor,False
129,2,2025-05-24 10:39:49,Sábado,"Olímpica #103 - Av. Américas, Cali",2074500,Tarjeta_Credito_Banco,False,False,True,False,corporativo_premium,False
130,2,2025-05-26 17:01:30,Lunes,"Olímpica #103 - Av. Américas, Cali",262600,Tarjeta_Credito_Banco,False,False,False,False,corporativo_premium,False
131,2,2025-05-27 18:55:24,Martes,"Olímpica #103 - Av. Américas, Cali",965800,Tarjeta_Credito_Banco,True,False,False,False,corporativo_premium,False
132,2,2025-06-02 09:31:14,Lunes,"Olímpica #103 - Av. Américas, Cali",12442500,Tarjeta_Credito_Banco,False,False,False,False,corporativo_premium,False
133,2,2025-06-04 17:28:53,Miércoles,"Olímpica #103 - Av. Américas, Cali",2170300,Tarjeta_Credito_Banco,True,False,False,False,corporativo_premium,False
134,2,2025-06-07 10:12:12,Sábado,"Olímpica #103 - Av. Américas, Cali",2129200,Efectivo,False,False,True,True,corporativo_premium,False
135,2,2025-06-12 10:55:06,Jueves,"Olímpica #103 - Av. Américas, Cali",4729800,Tarjeta_Credito_Banco,False,False,False,False,corporativo_premium,False
136,2,2025-06-14 11:35:13,Sábado,"Olímpica #103 - Av. Américas, Cali",12270000,Tarjeta_Credito_Banco,False,True,True,False,corporativo_premium,False
137,2,2025-06-17 17:58:30,Martes,"Olímpica #103 - Av. Américas, Cali",1255100,Tarjeta_Credito_Banco,True,False,False,True,corporativo_premium,False
138,2,2025-06-18 12:20:11,Miércoles,"Olímpica #103 - Av. Américas, Cali",6245200,Tarjeta_Credito_Banco,True,False,False,False,corporativo_premium,False
139,2,2025-06-19 19:58:46,Jueves,"Olímpica #103 - Av. Américas, Cali",2465400,Tarjeta_Credito_Banco,False,False,False,False,corporativo_premium,False
140,2,2025-06-23 15:24:49,Lunes,"Olímpica #103 - Av. Américas, Cali",1052100,Tarjeta_Debito_Banco,False,False,False,True,corporativo_premium,False
141,2,2025-06-24 16:01:09,Martes,"Olímpica #103 - Av. Américas, Cali",861000,Tarjeta_Credito_Banco,True,False,False,False,corporativo_premium,False
142,2,2025-06-26 10:54:21,Jueves,"Olímpica #103 - Av. Américas, Cali",1031700,Tarjeta_Credito_Banco,False,False,False,False,corporativo_premium,False
143,2,2025-07-01 20:37:05,Martes,"Olímpica #103 - Av. Américas, Cali",1924100,Tarjeta_Credito_Banco,True,True,False,False,corporativo_premium,False
144,2,2025-07-04 18:08:30,Viernes,"Olímpica #103 - Av. Américas, Cali",4033900,Tarjeta_Credito_Banco,False,False,False,False,corporativo_premium,False
145,2,2025-07-05 20:20:22,Sábado,"Olímpica #103 - Av. Américas, Cali",1617100,Tarjeta_Credito_Banco,False,False,True,False,corporativo_premium,False
146,2,2025-07-07 16:16:44,Lunes,"Olímpica #103 - Av. Américas, Cali",1575900,Tarjeta_Credito_Banco,False,False,False,False,corporativo_premium,False
147,2,2025-07-13 10:10:41,Domingo,"Olímpica #103 - Av. Américas, Cali",1957500,Tarjeta_Credito_Banco,False,False,True,False,corporativo_premium,False
148,2,2025-07-15 19:33:17,Martes,"Olímpica #103 - Av. Américas, Cali",2845000,Tarjeta_Credito_Banco,True,True,False,False,corporativo_premium,False
149,2,2025-07-20 15:00:23,Domingo,"Olímpica #103 - Av. Américas, Cali",1521800,Tarjeta_Credito_Banco,False,False,True,False,corporativo_premium,False
150,2,2025-07-24 15:51:49,Jueves,"Olímpica #103 - Av. Américas, Cali",6664500,Tarjeta_Credito_Banco,False,False,False,False,corporativo_premium,False
151,2,2025-07-27 21:13:22,Domingo,"Olímpica #103 - Av. Américas, Cali",7782500,Tarjeta_Credito_Banco,False,False,True,True,corporativo_premium,False
152,2,2025-07-29 20:06:43,Martes,"Olímpica #103 - Av. Américas, Cali",322300,Tarjeta_Credito_Banco,True,True,False,False,corporativo_premium,False
153,2,2025-08-03 13:35:44,Domingo,"Olímpica #103 - Av. Américas, Cali",3845000,Otras_Tarjetas,False,False,True,False,corporativo_premium,False
154,2,2025-08-05 15:45:58,Martes,"Olímpica #103 - Av. Américas, Cali",254300,Tarjeta_Credito_Banco,True,False,False,False,corporativo_premium,False
155,2,2025-08-09 11:03:16,Sábado,"Olímpica #103 - Av. Américas, Cali",702900,Tarjeta_Credito_Banco,False,False,True,False,corporativo_premium,False
156,2,2025-08-10 17:43:08,Domingo,"Olímpica #103 - Av. Américas, Cali",2231000,Otras_Tarjetas,False,False,True,True,corporativo_premium,False
157,2,2025-08-11 16:13:06,Lunes,"Olímpica #103 - Av. Américas, Cali",2840600,Tarjeta_Credito_Banco,False,False,False,True,corporativo_premium,False
158,2,2025-08-14 09:41:08,Jueves,"Olímpica #103 - Av. Américas, Cali",4662200,Tarjeta_Credito_Banco,False,True,False,False,corporativo_premium,False
159,2,2025-08-16 08:56:10,Sábado,"Olímpica #103 - Av. Américas, Cali",3422200,Tarjeta_Credito_Banco,False,True,True,False,corporativo_premium,False
160,2,2025-08-17 16:29:38,Domingo,"Olímpica #103 - Av. Américas, Cali",4946400,Tarjeta_Credito_Banco,False,False,True,False,corporativo_premium,False
161,2,2025-08-18 09:22:28,Lunes,"Olímpica #103 - Av. Américas, Cali",2144900,Tarjeta_Credito_Banco,False,False,False,False,corporativo_premium,False
162,2,2025-08-25 15:03:41,Lunes,"Olímpica #103 - Av. Américas, Cali",381200,Tarjeta_Credito_Banco,False,False,False,False,corporativo_premium,False
163,2,2025-08-26 18:15:22,Martes,"Olímpica #103 - Av. Américas, Cali",949400,Tarjeta_Credito_Banco,True,False,False,False,corporativo_premium,False
164,2,2025-08-27 20:38:41,Miércoles,"Olímpica #103 - Av. Américas, Cali",628700,Tarjeta_Credito_Banco,True,False,False,False,corporativo_premium,False
165,2,2025-08-31 11:33:41,Domingo,"Olímpica #103 - Av. Américas, Cali",1460000,Tarjeta_Credito_Banco,False,True,True,False,corporativo_premium,False
166,2,2025-09-04 13:42:33,Jueves,"Olímpica #103 - Av. Américas, Cali",3916100,Tarjeta_Credito_Banco,False,False,False,True,corporativo_premium,False
167,2,2025-09-06 10:53:52,Sábado,"Olímpica #103 - Av. Américas, Cali",4909000,Tarjeta_Credito_Banco,False,False,True,False,corporativo_premium,False
168,2,2025-09-07 08:48:08,Domingo,"Olímpica #103 - Av. Américas, Cali",2717000,Tarjeta_Credito_Banco,False,False,True,True,corporativo_premium,False
169,2,2025-09-12 11:27:15,Viernes,"Olímpica #103 - Av. Américas, Cali",2112100,Tarjeta_Debito_Banco,False,False,False,False,corporativo_premium,False
170,2,2025-09-14 20:53:58,Domingo,"Olímpica #103 - Av. Américas, Cali",1069900,Tarjeta_Credito_Banco,False,True,True,False,corporativo_premium,False
171,2,2025-09-19 15:20:48,Viernes,"Olímpica #103 - Av. Américas, Cali",264500,Tarjeta_Credito_Banco,False,False,False,False,corporativo_premium,False
172,2,2025-09-21 11:30:11,Domingo,"Olímpica #103 - Av. Américas, Cali",2075200,Tarjeta_Credito_Banco,False,False,True,False,corporativo_premium,False
173,2,2025-09-23 13:02:21,Martes,"Olímpica #103 - Av. Américas, Cali",316500,Tarjeta_Credito_Banco,True,False,False,False,corporativo_premium,False
174,2,2025-09-27 18:38:38,Sábado,"Olímpica #103 - Av. Américas, Cali",1289000,Tarjeta_Credito_Banco,False,False,True,False,corporativo_premium,False
175,2,2025-09-29 19:48:51,Lunes,"Olímpica #103 - Av. Américas, Cali",11892300,Tarjeta_Credito_Banco,False,True,False,True,corporativo_premium,False
176,2,2025-10-01 09:44:26,Miércoles,"Olímpica #103 - Av. Américas, Cali",332500,Tarjeta_Credito_Banco,True,True,False,False,corporativo_premium,False
177,2,2025-10-06 21:01:26,Lunes,"Olímpica #103 - Av. Américas, Cali",2482300,Tarjeta_Credito_Banco,False,False,False,True,corporativo_premium,False
178,2,2025-10-08 11:01:53,Miércoles,"Olímpica #103 - Av. Américas, Cali",250400,Tarjeta_Credito_Banco,True,False,False,False,corporativo_premium,False
179,2,2025-10-09 18:47:37,Jueves,"Olímpica #103 - Av. Américas, Cali",263600,Tarjeta_Credito_Banco,False,False,False,False,corporativo_premium,False
180,2,2025-10-13 11:25:12,Lunes,"Olímpica #103 - Av. Américas, Cali",10557600,Tarjeta_Credito_Banco,False,False,False,False,corporativo_premium,False
181,2,2025-10-16 20:41:49,Jueves,"Olímpica #103 - Av. Américas, Cali",12144700,Tarjeta_Credito_Banco,False,True,False,True,corporativo_premium,False
182,2,2025-10-18 13:50:08,Sábado,"Olímpica #103 - Av. Américas, Cali",262300,Tarjeta_Credito_Banco,False,False,True,False,corporativo_premium,False
183,2,2025-10-21 09:44:41,Martes,"Olímpica #103 - Av. Américas, Cali",1831800,Tarjeta_Credito_Banco,True,False,False,False,corporativo_premium,False
